Article,neuf_price,occasion_price,description
Apple iPhone 15 Pro Max 1 To Titane blanc,"1 658,70 €",1 500 €,"Ecran 6.7"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Blanc"
Apple iPhone 15 Pro Max 1 To Titane naturel,"1 658,70 €","1 649,68 €","Ecran 6.7"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Naturel"
Apple iPhone 12 Mini Rouge 64 Go,"467,95 €","229,90 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Rouge"
Apple iPhone 11 Pro 256 Go Argent,"319,99 €",N/A,"Ecran 5.8"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Argent"
Apple iPhone 13 Mini Noir Minuit 256 Go,"1 125,41 €",405 €,"Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Noir minuit"
Apple iPhone 12 Pro Max Or 256 Go,"897,53 €",400 €,"Ecran 6.7"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Or"
Apple iPhone 11 Pro 64 Go Gris,"279,99 €",N/A,"Ecran 6.5"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Gris sidéral"
Apple iPhone 15 Plus Bleu 256 Go 5G,"1 008,68 €",949 €,"Ecran 6.7"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Bleu"
Apple iPhone 14 Pro Max Noir Sideral 128 Go,"1 052,13 €","774,99 €","Ecran 6.7"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Noir spatial"
Apple iPhone 12 Rouge 64 Go,550 €,"283,55 €","Ecran 6.1"" Réseau 5G Mémoire 64 Go / RAM 4 Go iOS 14 A14 Bionic Double SIM Couleur Rouge"
Apple iPhone 11 Pro 64 Go Vert de minuit,1 099 €,"262,99 €","Ecran 5.8"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Vert de minuit"
Apple iPhone 11 64 Go Violet,999 €,200 €,"Ecran 6.1"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Violet"
Apple iPhone SE (2e génération) 64 Go Noir,109 €,N/A,"Ecran 4.7"" Réseau 4G iOS 14 A13 Bionic Single-SIM (SIM unique) Couleur Noir"
Apple iPhone 14 Pro Noir Sideral 256 Go,"1 049,98 €",799 €,"Ecran 6.1"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Noir spatial"
iPhone 11 64 Go Gris,"269,99 €",N/A,"Ecran 4"" iOS Single-SIM (SIM unique)"
Apple iPhone 12 mini 64 Go Violet,"467,95 €","239,99 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Violet"
Apple iPhone 11 Pro Max 64 Go Or,"595,80 €",259 €,"Ecran 6.5"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Or"
Apple iPhone SE 2022 256 Go Noir Minuit,"559,89 €",428 €,"Ecran 4.7"" Réseau 5G Mémoire 256 Go / RAM 3 Go iOS 15 A15 Bionic Double SIM Couleur Noir minuit"
Apple iPhone 14 Mauve 256 Go,765 €,"606,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Violet"
Apple iPhone 13 Pro Argent 256 Go,"599,99 €",N/A,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Argent"
Apple iPhone 14 Bleu 256 Go,774 €,"594,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Bleu"
iPhone 12 128 Go Mauve,"406,99 €",N/A,"Ecran 4"" iOS Single-SIM (SIM unique)"
Apple iPhone 12 mini Blanc 256 Go,"287,88 €",N/A,"Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Blanc"
Apple iPhone 14 Noir minuit 256 Go,"749,99 €","606,99 €","Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Noir minuit"
Apple iPhone 12 Pro Max Graphite 512 Go,"1 113,99 €","559,99 €","Ecran 6.7"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Graphite"
Apple iPhone 12 Pro Max Graphite 128 Go,"449,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Graphite"
